Geneid,DRR084259,DRR084260,DRR084261,DRR084262,DRR084263,DRR084264,DRR084265,DRR084266,DRR084267
SAOUHSC_01813,262,207,340,181,319,241,341,111,237
SAOUHSC_01814,1165,1183,1765,1172,1976,1361,1803,799,1659
SAOUHSC_01815,219,181,303,258,542,433,372,148,336
SAOUHSC_01816,172,179,310,151,332,256,326,141,323
SAOUHSC_01817,12,9,5,8,13,7,10,3,2
SAOUHSC_01818,130,102,182,86,157,102,157,52,76
SAOUHSC_01819,143,189,228,87,160,133,342,122,257
SAOUHSC_01820,1961,1757,2687,1578,2954,2227,2621,1129,2287
SAOUHSC_01821,170,149,259,140,265,223,253,91,148
tpx,532,509,773,398,744,670,954,309,534
SAOUHSC_01823,155,113,182,149,334,232,182,72,153
SAOUHSC_01824,181,133,239,193,396,293,200,92,168
SAOUHSC_01825,118,93,165,181,313,209,126,46,104
SAOUHSC_01826,10,4,11,6,15,8,12,4,10
SAOUHSC_01827,1359,1388,2090,1030,1827,1331,2312,688,1336
SAOUHSC_01828,97,77,123,55,94,70,146,45,85
rpsD,2091,1705,2593,2634,4976,3133,1895,475,831
SAOUHSC_01830,46,42,83,40,73,70,79,36,83
SAOUHSC_01831,94,86,124,50,105,101,125,70,113
SAOUHSC_01832,107,95,157,70,141,109,177,70,172
SAOUHSC_01833,130,128,186,130,181,159,260,125,211
SAOUHSC_01834,0,0,1,0,0,1,1,0,0
SAOUHSC_01835,284,213,367,174,313,280,347,141,280
SAOUHSC_01836,539,512,809,615,1124,836,1038,324,665
SAOUHSC_01837,209,138,323,240,444,319,327,112,228
SAOUHSC_01838,526,528,805,630,1061,834,783,291,594
SAOUHSC_01839,397,380,563,291,518,320,507,153,334
SAOUHSC_01840,94,94,155,73,156,83,119,63,94
SAOUHSC_01841,1,1,2,2,4,2,1,1,0
SAOUHSC_01843,104,25,38,40,83,59,28,11,26
SAOUHSC_01844,0,0,0,0,0,0,0,0,0
SAOUHSC_01845,1165,1096,1825,710,1322,984,2011,974,1673
SAOUHSC_01846,38,44,60,33,75,56,49,16,30
SAOUHSC_01847,8,10,18,4,13,9,8,5,10
SAOUHSC_01849,18,19,31,13,21,14,31,13,28
SAOUHSC_01850,658,643,992,646,1137,863,1346,520,936
SAOUHSC_01851,0,0,0,0,0,0,0,0,0
SAOUHSC_01852,1265,1122,1666,782,1399,1030,1916,819,1546
SAOUHSC_01853,2,0,2,0,1,0,1,1,1
SAOUHSC_01854,537.00,473.00,847.00,338.00,796.00,444.00,553.00,333.00,582.00
SAOUHSC_01855,152,190,282,130,200,163,286,44,97
murC,740,549,960,511,1071,691,785,252,428
SAOUHSC_01857,1528,1220,2218,1235,2419,1591,1446,499,856
SAOUHSC_01858,164,141,242,124,279,184,168,47,106
SAOUHSC_01859,148,138,238,134,292,201,174,49,123
SAOUHSC_01860,76,90,135,46,112,67,154,53,87
SAOUHSC_01861,232,220,411,173,360,270,390,173,316
SAOUHSC_01863,94,108,125,73,115,95,164,28,73
SAOUHSC_01864,117,99,152,75,140,114,177,42,112
trmB,917,881,1364,616,1223,831,1284,484,971
SAOUHSC_01866,1124,919,1381,670,1358,933,1393,551,1175
SAOUHSC_01867,769,776,1225,507,1026,695,1319,573,1127
SAOUHSC_01868,1110,1036,1794,713,1442,1134,1825,737,1478
SAOUHSC_01869,281,237,376,221,409,304,368,157,282
SAOUHSC_01870,348,319,516,262,536,388,458,154,305
SAOUHSC_01871,444,427,666,304,629,443,584,190,369
SAOUHSC_01872,186,167,273,175,335,273,247,95,188
SAOUHSC_01873,72,63,104,48,108,91,73,23,60
SAOUHSC_01874,243,214,395,180,449,311,439,189,352
leuS,1171,1056,1755,1081,1992,1598,1942,672,1315
SAOUHSC_01876,140,122,191,105,203,143,174,29,59
SAOUHSC_01877,278,227,330,233,372,303,416,140,232
SAOUHSC_01878,188,158,244,138,283,216,267,82,155
SAOUHSC_01879,497,589,748,620,951,632,584,145,266
SAOUHSC_01882,286,313,446,492,979,695,411,133,337
SAOUHSC_01883,5,2,2,0,1,1,1,1,0
SAOUHSC_01884,65,47,78,44,77,66,74,18,53
ribH,34,40,49,39,73,47,53,19,37
SAOUHSC_01887,180,113,238,170,270,240,200,125,179
SAOUHSC_01888,78,74,132,85,187,122,103,49,107
SAOUHSC_01889,152,125,192,129,307,196,154,88,169
SAOUHSC_01890,42,35,67,30,79,46,53,29,38
SAOUHSC_01891,23,16,27,35,76,41,35,16,19
SAOUHSC_01893,84,57,105,91,210,150,76,43,64
SAOUHSC_01894,39,26,72,63,102,77,60,26,36
SAOUHSC_01895,837,816,1145,665,1162,883,1372,499,958
SAOUHSC_01896,102,95,143,97,143,108,155,55,109
SAOUHSC_01897,27,45,61,35,62,45,80,8,42
SAOUHSC_01898,111,112,172,106,180,125,200,72,137
SAOUHSC_01899,117,90,136,87,145,117,153,52,111
SAOUHSC_01900,25,27,38,21,52,23,33,9,28
SAOUHSC_01901,976,931,1529,1050,1595,1256,1578,716,1367
SAOUHSC_01902,39,35,46,24,41,35,66,8,19
SAOUHSC_01903,30,38,39,30,42,37,57,18,34
SAOUHSC_01904,28,25,34,16,24,19,43,11,28
SAOUHSC_01907,125,111,202,282,489,431,234,148,253
SAOUHSC_01908,625,644,889,546,1003,739,1040,390,843
SAOUHSC_01909,536,516,892,454,901,665,924,281,502
SAOUHSC_01910,37,17,38,38,43,43,44,14,28
SAOUHSC_01911,21.50,16,36.50,10,18,16,42.50,7,17.50
SAOUHSC_01912,90,80,156,126,238,155,158,64,103
SAOUHSC_01913,72,54,113,95,225,175,99,57,100
SAOUHSC_01914,110,100,135,83,186,147,185,78,125
SAOUHSC_01915,133,119,228,184,315,244,193,71,169
SAOUHSC_01916,171,155,261,237,469,365,264,116,230
SAOUHSC_01917,14,20,23,12,26,21,17,6,8
SAOUHSC_01918,133,116,188,75,147,103,146,52,77
SAOUHSC_01919,160,118,216,86,159,100,182,54,89
SAOUHSC_01920,16,16,22,15,18,10,11,5,6
SAOUHSC_01921,8,7,15,6,9,8,6,5,5
SAOUHSC_01922,8,16,25,12,16,17,19,3,11
SAOUHSC_01923,52,41,71,50,91,59,81,24,64
SAOUHSC_01924,1,3,11,3,7,4,2,3,5
SAOUHSC_01925,1,2,1,3,2,0,4,1,0
SAOUHSC_01926,36,33,61,35,65,32,77,28,49
SAOUHSC_01928,19.50,18.50,32,12,16,14,23,14,28
SAOUHSC_01929,8,4,8,7,21,9,13,1,8
SAOUHSC_01930,68,70,111,66,127,73,117,25,60
SAOUHSC_01931,274,311,403,248,460,303,420,166,300
SAOUHSC_01932,194.50,196,321,191,397,260,280,124.50,214
SAOUHSC_01933,239.50,200.50,306.50,202.50,427,316,336,155,270
SAOUHSC_01934,0,0,0,0,0,0,0,0,0
SAOUHSC_01935,9,4.50,9,6.50,8.50,3.50,7.50,3.50,1.50
SAOUHSC_01936,5,2,7,6,11.50,11,15.50,2,6
SAOUHSC_01937,0,0,0,0,0,0,0,0,0
SAOUHSC_01938,8,1.50,6,3.50,6,2.50,4,0.50,3.50
SAOUHSC_01939,5,0,4,2,8,4,6,3,4
SAOUHSC_01941,1,4,4,2,10,3,7,1,4
SAOUHSC_01942,3,0,0,2,1,0,1,0,1
SAOUHSC_01944,5,0,6,8,8,6,3,3,6
SAOUHSC_01945,21,13,20,13,28,7,28,8,18
SAOUHSC_01947,8,7,14,8,20,17,17,11,14
SAOUHSC_01948,8,10,9,5,16,13,20,12,22
SAOUHSC_01949,13,14,35,10,35,17,31,18,30
SAOUHSC_01950,4,3,9,6,4,1,7,1,0
SAOUHSC_01951,7,8,26,7,18,15,18,9,18
SAOUHSC_01952,39,38,66,31,46,37,57,22,62
SAOUHSC_01953,5,3,5,3,6,3,9,3,7
SAOUHSC_01954,4,9,4,5,15,3,13,5,14
SAOUHSC_01955,6,4,6,5,8,2,2,2,6
SAOUHSC_01956,18,11,13,17,35,26,18,9,14
SAOUHSC_01957,130,102,173,125,232,156,186,84,146
SAOUHSC_T00050,20,18,23,10,26,15,30,9,12
SAOUHSC_T00019,11.17,11.33,13.83,13.83,15.67,10.50,11.50,4.33,6.17
SAOUHSC_T0009,24.33,22.00,24.67,20.33,63.67,37.67,19.67,7.33,11.33
SAOUHSC_T00022,2.50,3,0.50,2.50,2,0,3.50,0.50,3
SAOUHSC_T00026,31,19.50,32,20,43.50,30,29,8.50,14.50
SAOUHSC_T00042,68,25.50,69.50,49,85,69,52,13.50,31
SAOUHSC_T00012,20.92,8.00,18.00,16.08,24.67,14.67,23.33,4.33,8.83
SAOUHSC_T00038,151.50,70.50,89.50,78.50,177,110.50,95.50,30.50,52.50
SAOUHSC_01958,138,131,196,130,255,145,213,84,154
SAOUHSC_01960,292,350,545,264,550,388,609,199,382
hemH,210,218,317,158,299,222,277,113,215
hemE,278,277,396,237,436,336,266,155,299
SAOUHSC_01963,14,10,9,16,15,18,14,6,9
SAOUHSC_01964,995,917,1341,805,1472,1037,1302,605,1087
SAOUHSC_01966,465,427,671,455,785,563,741,224,493
SAOUHSC_01967,178,188,290,166,359,199,286,78,160
SAOUHSC_01968,308,273,519,207,430,344,556,254,490
SAOUHSC_01969,491,465,767,252,501,463,838,368,715
SAOUHSC_01971,49,90,74,59,109,69,86,30,56
SAOUHSC_01972,483,493,714,560,919,670,850,234,519
SAOUHSC_01973,591,599,935,377,765,510,911,371,700
SAOUHSC_01974,1603,1506,2475,1116,2171,1543,2399,973,1981
SAOUHSC_01975,604,565,894,481,999,591,887,331,699
SAOUHSC_01976,2,0,2,0,0,1,4,0,1
SAOUHSC_01977,709,840,1090,1098,1702,1099,989,282,561
SAOUHSC_01978,79,103,131,87,135,106,143,36,66
SAOUHSC_01979,312,319,481,412,984,623,334,130,252
SAOUHSC_01980,152,116,215,116,260,180,194,85,177
SAOUHSC_01981,187,151,265,144,301,219,209,116,215
SAOUHSC_01982,423,366,545,330,633,389,490,179,360
fumC,293,271,434,149,286,229,446,148,268
SAOUHSC_01984,50,58,55,54,77,59,82,21,48
SAOUHSC_01985,5,7,9.50,6.50,3.50,11,12,9,10
SAOUHSC_01986,42,67,93,55,96,66,91,22,47
SAOUHSC_01987,387,409,613,393,716,539,673,270,476
SAOUHSC_01988,103,113,191,151,317,211,154,61,114
SAOUHSC_01989,231,196,357,417,845,561,291,123,283
SAOUHSC_01990,91,67,72,40,84,60,76,22,31
SAOUHSC_01991,106,93,98,72,125,101,98,47,65
SAOUHSC_01992,310,267,416,166,311,240,464,112,270
SAOUHSC_T00031,170,85,112,80,134,106,140,23,56
SAOUHSC_T00023,146,109.50,133,123.50,219,129,114,34,34
SAOUHSC_T00015,31,19,32,28,59,36,23,3,5
SAOUHSC_T00016,55,55,74.50,60.50,93,78,72,17,22
SAOUHSC_T00027,33,19.50,33,23,53.50,35,37,9.50,18.50
SAOUHSC_T00056,39,30,56,25,59,40,34,7,22
SAOUHSC_T00057,42.50,33,49,42.50,79,58,46,13,19.50
SAOUHSC_T00054,82.83,67.00,105.67,76.17,145.66,117.66,92.50,12.83,41.17
SAOUHSC_T00043,62,24.50,71.50,49,81,70,52,12.50,30
SAOUHSC_T00013,9.92,13.00,13.00,10.08,17.67,12.67,14.33,2.33,3.83
SAOUHSC_T00039,24.50,10.50,21.50,23.50,25,24.50,24.50,3.50,8.50
SAOUHSC_T00051,473.83,281.83,433.33,374.83,644.17,452.83,362.67,102.17,177.67
SAOUHSC_T00014,24.92,16.00,20.00,14.58,26.67,14.17,16.33,2.33,6.83
SAOUHSC_T00052,89.83,55.83,87.83,89.33,137.17,91.83,77.17,10.67,26.67
SAOUHSC_T00040,19,8,15,12,40,17,16,1,3
SAOUHSC_T00041,52,43,63,48,88,65,43,11,15
SAOUHSC_T0002,27.17,21.17,37.17,34.17,54.33,31.67,32.33,4.83,11.17
SAOUHSC_T00045,52,54.50,77,49.50,121.50,71.50,41.50,8,24
SAOUHSC_T0007,20,22.50,44.50,24,46,26.50,25.50,2.50,15
SAOUHSC_T00032,128,88,163.50,132,157,147,133,38,51.50
SAOUHSC_T00024,25,24,36,30,35,28,32.50,5,12
SAOUHSC_T00033,223,161,322,222,459,273,278,59,116
SAOUHSC_T00036,10.33,5.67,5.67,6.17,18.33,7.83,6.33,2.67,5.83
SAOUHSC_T00055,75.83,65.00,107.67,73.17,144.66,115.66,88.50,12.83,41.17
SAOUHSC_T00060,24.33,18.67,27.50,29.17,56.67,30.67,19.17,5.83,17.50
SAOUHSC_R00013,106.43,76.27,105.02,104.07,150.80,102.92,103.20,24.03,62.40
SAOUHSC_R0008,2699020.90,2351604.47,3925394.07,1775600.95,3304410.10,2502247.90,3633181.13,1316129.11,2680872.93
SAOUHSC_T0003,30.17,15.17,35.17,30.17,45.33,30.67,27.83,3.83,14.17
SAOUHSC_T00028,9.50,8.50,9.50,6,20,14.50,13.50,5.50,8.50
SAOUHSC_R0003,1526978.88,1307668.04,2198077.37,989235.21,1923299.63,1439870.66,2044443.94,772765.58,1560612.90
SAOUHSC_01997,499,422,563,459,697,559,865,234,474
SAOUHSC_01998,354,325,531,396,819,625,673,289,503
SAOUHSC_01999,160,170,293,211,413,325,306,145,306
SAOUHSC_02000,411,286,591,346,665,559,517,213,391
SAOUHSC_02001,300,268,399,315,624,462,376,131,279
SAOUHSC_02002,1,4,4,5,3,4,16,4,10
SAOUHSC_02003,117,100,140,230,504,388,1282,524,863
SAOUHSC_02004,140,88,183,1,2,0,1278,347,679
SAOUHSC_02005,94,108,156,191,352,283,308,139,209
SAOUHSC_02006,197,177,305,210,383,313,365,120,220
SAOUHSC_02008,307,265,444,209,498,306,468,185,325
SAOUHSC_02009,333,310,522,285,606,448,504,219,387
SAOUHSC_02010,71,66,104,69,125,91,100,40,98
recX,78,80,135,109,197,170,148,55,109
SAOUHSC_02012,174,164,235,165,304,167,228,99,186
SAOUHSC_02013,165,183,285,215,358,250,317,114,220
SAOUHSC_02014,21,15,33,31,42,37,26,6,31
SAOUHSC_02015,0,0,0,0,0,0,0,0,0
SAOUHSC_02016,0,0,0,0,0,0,0,0,0
SAOUHSC_02017,0,0,0,0,0,0,0,0,0
SAOUHSC_02018,0,0,0,0,0,0,0,0,0
SAOUHSC_02019,0,0,0,0,0,0,0,0,0
SAOUHSC_02020,0,0,0,0,0,0,0,0,0
SAOUHSC_02021,0,0,0,0,0,0,0,0,0
SAOUHSC_02022,0,0,0,0,0,0,0,0,0
SAOUHSC_02023,0,0,0,0,0,0,0,0,0
SAOUHSC_02025,0,0,0,0,0,0,0,0,0
SAOUHSC_02026,0,0,0,0,0,0,0,0,0
SAOUHSC_02027,0,0,0,0,0,0,0,0,0
SAOUHSC_02028,0,0,0,0,0,0,0,0,0
SAOUHSC_02029,0,0,0,0,0,0,0,0,0
SAOUHSC_02030,0,0,0,0,0,0,0,0,0
SAOUHSC_02031,0,0,0,0,0,0,0,0,0
SAOUHSC_02033,0,0,0,0,0,0,0,0,0
SAOUHSC_02034,0,0,0,0,0,0,0,0,0
SAOUHSC_02035,0,0,0,0,0,0,0,0,0
SAOUHSC_02036,0,0,0,0,0,0,0,0,0
SAOUHSC_02037,0,0,0,0,0,0,0,0,0
SAOUHSC_02038,0,0,0,0,0,0,0,0,0
SAOUHSC_02040,0,0,0,0,0,0,0,0,0
SAOUHSC_02041,0,0,0,0,0,0,0,0,0
SAOUHSC_02042,0,0,0,0,0,0,0,0,0
SAOUHSC_02043,0,0,0,0,0,0,0,0,0
SAOUHSC_02044,0,0,0,0,0,0,0,0,0
SAOUHSC_02046,0,0,0,0,0,0,0,0,0
SAOUHSC_02047,0,0,0,0,0,0,0,0,0
SAOUHSC_02048,0,0,0,0,0,0,0,0,0
SAOUHSC_02049,0,0,0,0,0,0,0,0,0
SAOUHSC_02050,0,0,0,0,0,0,0,0,0
SAOUHSC_02051,0,0,0,0,0,0,0,0,0
SAOUHSC_02052,0,0,0,0,0,0,0,0,0
SAOUHSC_02053,0,0,0,0,0,0,0,0,0
SAOUHSC_02054,0,0,0,0,0,0,0,0,0
SAOUHSC_02055,0,0,0,0,0,0,0,0,0
SAOUHSC_02056,0,0,0,0,0,0,0,0,0
SAOUHSC_02057,0,0,0,0,0,0,0,0,0
SAOUHSC_02058,0,0,0,0,0,0,0,0,0
SAOUHSC_02059,0,0,0,0,0,0,0,0,0
SAOUHSC_02060,0,0,0,0,0,0,0,0,0
SAOUHSC_02061,0,0,0,0,0,0,0,0,0
SAOUHSC_02062,0,0,0,0,0,0,0,0,0
SAOUHSC_02063,0,0,0,0,0,0,0,0,0
SAOUHSC_02064,0,0,0,0,0,0,0,0,0
SAOUHSC_02065,0,0,0,0,0,0,0,0,0
SAOUHSC_02066,0,0,0,0,0,0,0,0,0
SAOUHSC_02067,0,0,0,0,0,0,0,0,0
SAOUHSC_02068,0,0,0,0,0,0,0,0,0
SAOUHSC_02069,0,0,0,0,0,0,0,0,0
SAOUHSC_02070,0,0,0,0,0,0,0,0,0
SAOUHSC_02071,0,0,0,0,0,0,0,0,0
SAOUHSC_02072,0,0,0,0,0,0,0,0,0
SAOUHSC_02073,0,0,0,0,0,0,0,0,0
SAOUHSC_02074,0,0,0,0,0,0,0,0,0
SAOUHSC_02076,0,0,0,0,0,0,0,0,0
SAOUHSC_02077,0,0,0,0,0,0,0,0,0
SAOUHSC_02078,0,0,0,0,0,0,0,0,0
SAOUHSC_02079,0,0,0,0,0,0,0,0,0
SAOUHSC_02080,0,0,0,0,0,0,0,0,0
SAOUHSC_02081,0,0,0,0,0,0,0,0,0
SAOUHSC_02083,0,0,0,0,0,0,0,0,0
SAOUHSC_02084,0,0,0,0,0,0,0,0,0
SAOUHSC_02085,0,0,0,0,0,0,0,0,0
SAOUHSC_02086,0,0,0,0,0,0,0,0,0
SAOUHSC_02087,0,0,0,0,0,0,0,0,0
SAOUHSC_02088,0,0,0,0,0,0,0,0,0
SAOUHSC_02089,0,0,0,0,0,0,0,0,0
SAOUHSC_02090,231,212,385,202,398,287,341,138,307
SAOUHSC_02091,367,324,510,262,478,441,646,288,499
SAOUHSC_02092,453,454,746,364,683,546,883,320,592
SAOUHSC_02093,18,26,27,30,38,38,47,16,23
SAOUHSC_02095,288,310,463,240,452,332,460,246,463
SAOUHSC_02096,272,289,404,250,383,288,470,116,274
SAOUHSC_02097,153,133,189,66,110,83,245,94,164
SAOUHSC_02098,271,232,404,170,338,266,401,147,293
SAOUHSC_02099,344,321,547,218,435,317,520,200,328
SAOUHSC_02100,149,122,219,129,218,156,222,69,133
SAOUHSC_02101,111,82,164,71,151,110,146,63,121
SAOUHSC_02102,428,422,663,350,636,459,699,231,457
SAOUHSC_02103,63,70,77,84,137,101,97,33,58
SAOUHSC_02104,10,12,9,9,19,16,16,9,12
SAOUHSC_02105,0,2,1,1,2,0,0,1,0
SAOUHSC_02106,190,158,285,146,314,199,280,76,130
SAOUHSC_02107,365,333,522,312,595,409,511,169,282
SAOUHSC_02108,378,443,629,158,339,224,500,254,565
SAOUHSC_02109,1,3,3,3,3,3,5,3,2
SAOUHSC_02110,60,53,87,62,155,103,111,23,57
SAOUHSC_02111,33,37,51,47,63,58,54,17,21
SAOUHSC_02112,111,100,144,61,128,96,144,57,121
SAOUHSC_02113,107,95,178,89,156,99,142,35,103
SAOUHSC_02114,183,169,292,143,292,210,333,132,239
SAOUHSC_02115,2,1,1,0,3,4,1,0,0
gatB,2191,1751,3144,1707,3578,2569,2800,1078,2002
gatA,1158,1059,1732,1011,1891,1402,1733,490,880
gatC,419,342,602,400,821,571,586,232,467
SAOUHSC_02119,573,465,733,234,435,322,714,184,343
SAOUHSC_02121,583,549,870,417,801,558,923,374,640
SAOUHSC_02122,543,517,891,470,949,680,908,352,661
SAOUHSC_02123,407,370,622,318,657,495,659,229,484
SAOUHSC_02124,104,107,158,95,191,143,138,53,117
SAOUHSC_02125,139,151,209,160,237,172,205,65,106
SAOUHSC_02126,447,395,594,475,882,626,629,184,376
SAOUHSC_02127,82,59,116,40,82,50,115,58,103
SAOUHSC_02129,29,34,67,27,36,36,48,25,30
SAOUHSC_02130,139,98,161,78,100,85,137,49,112
SAOUHSC_02131,197,174,321,158,249,167,306,101,166
nadE,339,325,562,224,421,300,519,227,432
SAOUHSC_02133,573,539,939,331,685,549,842,378,731
SAOUHSC_02134,178,222,272,84,189,132,216,75,189
SAOUHSC_02135,255,256,375,132,255,216,335,124,259
SAOUHSC_02136,24,17,13,10,19,17,15,10,16
SAOUHSC_02137,99,91,139,77,119,72,106,38,87
SAOUHSC_02138,56,50,71,38,67,38,66,29,61
SAOUHSC_02139,663,694,1033,597,1138,824,1105,467,897
SAOUHSC_02140,808,859,1312,588,975,780,1475,372,727
SAOUHSC_02141,0,4,2,2,1,5,2,1,0
SAOUHSC_02142,356,373,577,319,608,482,608,289,549
SAOUHSC_02143,401,361,662,253,542,381,655,292,515
SAOUHSC_02144,51,45,51,41,82,57,57,24,45
SAOUHSC_02145,227,215,325,195,345,245,303,126,266
SAOUHSC_02146,129,120,184,89,179,120,193,107,183
SAOUHSC_02147,358,327,563,321,582,367,536,280,479
SAOUHSC_02148,184,168,250,160,247,153,273,90,203
SAOUHSC_02149,125,145,221,111,229,154,210,87,177
SAOUHSC_02150,217,217,320,110,227,216,600,265,568
SAOUHSC_02151,240,211,368,194,389,325,388,137,263
SAOUHSC_02152,230,197,406,207,447,324,371,159,282
SAOUHSC_02153,63,82,125,70,145,124,156,58,93
SAOUHSC_02154,161,164,290,180,366,241,287,101,203
SAOUHSC_02155,56,69,122,78,176,123,123,46,105
SAOUHSC_02156,27,30,36,47,53,30,28,10,20
SAOUHSC_02157,11,4,8,13,4,4,16,5,6
SAOUHSC_02158,853,797,1154,700,1325,969,1181,537,1046
SAOUHSC_02160,7,7,9,5,11,7,8,4,6
SAOUHSC_02161,19,24,45,15,38,27,36,18,47
SAOUHSC_02164,0,0,0,0,0,0,0,0,0
SAOUHSC_02166,0,0,0,0,0,0,0,0,0
SAOUHSC_02167,1,0,0,0,2,0,1,1,1
SAOUHSC_02169,0,0,0,0,0,0,0,0,0
SAOUHSC_02170,0,0,0,0,0,0,0,0,0
SAOUHSC_02171,0,0,0,0,0,0,0,0,0
SAOUHSC_02173,0,0,0,0,0,0,0,0,0
SAOUHSC_02174,0,0,0,0,0,0,0,0,0
SAOUHSC_02175,0.50,0.50,2,0,1,0,2,0,1
SAOUHSC_02176,0,0,0,0,0,0,0,0,0
SAOUHSC_02177,0,0,0,0,0,0,0,0,0
SAOUHSC_02178,0,0,0,0,0,0,0,0,0
SAOUHSC_02179,0,0,0,0,0,0,0,0,0
SAOUHSC_02180,0,0,0,0,0,0,0,0,0
SAOUHSC_02181,0,0,0,0,0,0,0,0,0
SAOUHSC_02182,0,0,0,0,0,0,0,0,0
SAOUHSC_02183,0,0,0,0,0,0,0,0,0
SAOUHSC_02184,0,0,0,0,0,0,0,0,0
SAOUHSC_02185,0,0,0,0,0,0,0,0,0
SAOUHSC_02186,0,0,0,0,0,0,0,0,0
SAOUHSC_02187,0,0,0,0,0,0,0,0,0
SAOUHSC_02188,0,0,0,0,0,0,0,0,0
SAOUHSC_02189,0,0,0,0,0,0,0,0,0
SAOUHSC_02190,0,0,0,0,0,0,0,0,0
SAOUHSC_02191,0,0,0,0,0,0,0,0,0
SAOUHSC_02193,0,0,0,0,0,0,0,0,0
SAOUHSC_02194,0,0,0,0,0,0,0,0,0
SAOUHSC_02195,0,0,0,0,0,0,0,0,0
SAOUHSC_02196,0,0,0,0,0,0,0,0,0
SAOUHSC_02197,0,0,0,0,0,0,0,0,0
SAOUHSC_02198,0,0,0,0,0,0,0,0,0
SAOUHSC_02199,0,0,0,0,0,0,0,0,0
SAOUHSC_02200,0,0,0,0,0,0,0,0,0
SAOUHSC_02202,0,0,0,0,0,0,0,0,0
SAOUHSC_02203,0,0,0,0,0,0,0,0,0
SAOUHSC_02204,0,0,0,0,0,0,0,0,0
SAOUHSC_02205,0,0,0,0,0,0,0,0,0
SAOUHSC_02206,0,0,0,0,0,0,0,0,0
SAOUHSC_02207,0,0,0,0,0,0,0,0,0
SAOUHSC_02208,0,0,0,0,0,0,0,0,0
SAOUHSC_02209,0,0,0,0,0,0,0,0,0
SAOUHSC_02210,0,0,0,0,0,0,0,0,0
SAOUHSC_02211,0,0,0,0,0,0,0,0,0
SAOUHSC_02212,0,0,0,0,0,0,0,0,0
SAOUHSC_02213,0,0,0,0,0,0,0,0,0
SAOUHSC_02214,0,0,0,0,0,0,0,0,0
SAOUHSC_02215,0,0,0,0,0,0,0,0,0
SAOUHSC_02216,0,0,0,0,0,0,0,0,0
SAOUHSC_02217,0,0,0,0,0,0,0,0,0
SAOUHSC_02218,0,0,0,0,0,0,0,0,0
SAOUHSC_02219,0,0,0,0,0,0,0,0,0
SAOUHSC_02220,0,0,0,0,0,0,0,0,0
SAOUHSC_02221,0,0,0,0,0,0,0,0,0
SAOUHSC_02222,0,0,0,0,0,0,0,0,0
SAOUHSC_02223,0,0,0,0,0,0,0,0,0
SAOUHSC_02224,0,0,0,0,0,0,0,0,0
SAOUHSC_02225,0,0,0,0,0,0,0,0,0
SAOUHSC_02226,0,0,0,0,0,0,0,0,0
SAOUHSC_02227,0,0,0,0,0,0,0,0,0
SAOUHSC_02228,0,0,0,0,0,0,0,0,0
SAOUHSC_02232,0,0,1,0,0,1,0,0,0
SAOUHSC_02233,0,0,0,0,0,0,0,0,0
SAOUHSC_02234,0,0,0,0,0,0,0,0,0
SAOUHSC_02235,0,0,0,0,0,0,0,0,0
SAOUHSC_02236,0,0,0,0,0,0,0,0,0
SAOUHSC_02237,0,0,0,0,0,0,0,0,0
SAOUHSC_02238,0,0,0,0,0,0,0,0,0
SAOUHSC_02239,0,0,0,0,0,0,0,0,0
SAOUHSC_02241,14,17,24,7,19,14,19,9,34
SAOUHSC_02243,22,19,36,15,23,17,38,16,41
SAOUHSC_02244,30,29,40,23,47,39,74,31,66
SAOUHSC_02245,37,24,50,29,61,33,47,19,36
SAOUHSC_02246,12,19,25,14,30,18,37,7,26
SAOUHSC_02247,134,171,235,156,268,192,274,114,209
SAOUHSC_02248,17,13,13,16,17,16,15,10,8
SAOUHSC_02249,16,15,21,17,24,21,20,10,17
SAOUHSC_02250,13,5,5,8,21,8,9,1,6
SAOUHSC_02251,2,4,5,2,8,5,4,1,4
groEL,459,581,1058,583,1126,1065,1234,446,845
groES,62,74,129,89,149,169,179,58,118
SAOUHSC_02256,246,247,378,205,324,222,388,116,252
SAOUHSC_02257,209,256,359,147,340,240,392,189,347
SAOUHSC_02258,110,94,197,121,254,218,151,62,118
SAOUHSC_02259,107,107,178,111,227,158,230,88,134
SAOUHSC_02260,22,46,62,9,15,6,267,144,327
SAOUHSC_02261,228,256,384,73,126,103,662,235,540
SAOUHSC_02262,56,68,130,32,52,31,172,74,128
SAOUHSC_02264,393,364,611,122,310,169,864,446,858
SAOUHSC_02265,108,127,157,48,103,81,232,82,157
SAOUHSC_02266,14,12,19,9,11,12,22,18,20
SAOUHSC_02267,233,214,399,194,334,284,369,134,271
SAOUHSC_02268,469,434,648,353,717,499,647,289,580
SAOUHSC_02269,63,60,109,29,60,48,77,39,63
SAOUHSC_02270,8,11,9,2,11,9,9,7,7
SAOUHSC_02271,94,97,144,78,137,135,188,74,116
SAOUHSC_02272,149,124,200,91,188,170,329,83,167
SAOUHSC_02273,497,402,667,762,1241,933,630,241,454
SAOUHSC_02274,337,296,501,253,443,334,433,175,327
SAOUHSC_02275,3,0,9,3,4,2,4,4,4
SAOUHSC_02276,95,76,135,47,99,68,199,102,196
SAOUHSC_02277,277,232,381,351,617,423,351,121,244
SAOUHSC_02278,83,73,122,125,267,156,131,60,75
SAOUHSC_02279,117,108,190,171,349,218,132,67,135
SAOUHSC_02280,126,109,188,258,470,300,186,86,175
